id,name
1181,ПРИПРАВА
1182,Присадка
1183,ПРИЦЕП
1184,"ПРИЦЕП ДЛЯ КАТЕРА"
1185,ПРИЩЕПКИ
1186,ПРОБКА
1187,ПРОВОД
1188,ПРОВОЛОКА
1202,ПРОДУКТЫ
1205,"ПРОИЗВОДСТВЕННАЯ МЕБЕЛЬ"
1206,"ПРОМЫШЛЕННЫЕ ТОВАРЫ"
1207,ПРОПИТКА
1208,ПРОПУСК
1209,Пропуска
1352,"ПРОТИВОПОЖАРНОЕ ОБОРУДОВАНИЕ"
1353,ПРОФИЛЬ
1354,"ПРОФИЛЬ ПВХ"
1355,ПРР
1356,"ПРУД ПЛАСТИКОВЫЙ"
1357,ПРУЖИНЫ
1358,ПРУТОК
1359,ПРЯЖА
1361,ПУГОВИЦЫ
1362,ПУДРА
1363,ПУЛЬТЫ
1364,ПУФЫ
1365,ПУШНИНА
1366,ПЭТ
1367,"РАБОЧАЯ ОДЕЖДА"
1368,"РАБОЧЕЕ КОЛЕСО"
1369,РАДИАТОРЫ
1370,"РАДИОЛОКАЦИОННАЯ СТАНЦИЯ"
1371,РАДИООБОРУДОВАНИЕ
1372,РАДИОТОВАРЫ
1373,"РАЗДЕЛИТЕЛЬНЫЙ СОСТАВ"
1374,РАКОВИНЫ
1375,РАКУШКИ
1376,РАМКИ
1377,РАМЫ
1378,РАСПЫЛИТЕЛЬ
1381,РАСХОДНИКИ
1382,"РАСХОДНЫЕ МАТЕРИАЛЫ"
1383,РВД
1384,РЕАГЕНТ
1385,РЕАКТИВЫ
1386,РЕДУКТОР
1387,РЕЗИНА
1388,"РЕЗИНО-ТЕХНИЧЕСКИЕ ИЗДЕЛИЯ"
1389,"РЕЗИНОВЫЕ КОЛЬЦА"
1390,"РЕЗИНОВЫЙ ШНУР"
1391,РЕЙКА
1392,РЕКЛАМА
1393,"РЕКЛАМНАЯ ПРОДУКЦИЯ"
1394,"РЕКЛАМНОЕ ОБОРУДОВАНИЕ"
1395,"РЕКЛАМНЫЙ МАИЕРИАЛ"
1396,"РЕМ. КОМПЛЕКТ"
1397,РЕМНИ
1398,РЕСПИРАТОР
1399,РЕШЕТКА
1400,"Решетка пузырьковая"
1401,"РИТУАЛЬНЫЕ ПРИНАДЛЕЖНОСТИ"
1402,"РОГА ОЛЕНЬИ"
1403,РОЛИК
1404,"РОЛИК Б\Д"
1405,РОЛИКИ
1406,"РОЛИКИ КОНВЕЙЕРНЫЕ"
1408,РОЯЛЬ
1409,РТИ
1410,Рубцовск
1411,РУДА
1412,РУКАВ
1413,РУЛОНЫ
1414,РУЧКИ
1415,РЫБА
1416,РЫБОЛОВН.ТОВАРЫ
1417,"РЫБОЛОВНЫЕ ПРИНАДЛЕЖНОСТИ"
1418,РЮКЗАКИ
1419,Рязань
1420,"САДОВАЯ МЕБЕЛЬ"
1421,"САДОВАЯ ТЕХНИКА"
1422,САЙДИНГ
1423,САЛФЕТКИ
1425,Самокаты
1426,САМОРЕЗЫ
1427,САН.НАБОРЫ
1428,"САН.ТЕХ. КАБИНЫ"
1429,САН.ТЕХ.ОБОРУДОВАНИЕ
1430,САНКИ
1433,"САНТЕХ. МАТЕРИАЛЫ"
1434,САНТЕХАРМАТУРА
1435,САНТЕХНИКА
1436,САПОГИ
1437,Саранск
1439,"САРАХНЫЙ ПЕСОК"
1440,САХАР
1449,СВАИ
1450,"СВАРОЧН. ТЕХНИКА"
1451,"СВАРОЧНОЕ ОБОРУДОВАНИЕ"
1452,СВЕТИЛЬНИК
1453,СВЕТИЛЬНИКИ
1455,"СВЕТИЛЬНИКИ, ХОМУТ"
1456,"СВЕТОВОЕ ОБОРУД"
1457,СВЕТОТЕХНИКА
1458,СВЕЧИ
1459,СВИНЕЦ
1460,СВЯЗУЮЩИЕ
1461,СЕЙФ
1462,сельхозтехника
1463,СЕМЕНА
1466,СЕРЕБРО
1467,СЕТИ
1468,"Сети оградительные"
1469,СЕТКА
1470,"СЕТКА МЕТАЛЛИЧЕСКАЯ"
1471,"СЕТКА ПЛАСТМ."
1472,"СИДЕНИЯ ДЛЯ УНИТАЗОВ"
1473,СИЗ
1474,"сиккатив (маслянная жидкость)"
1475,СИМКАРТА
1476,СИРОП
1477,"СИСТЕМНЫЙ БЛОК"
1478,Сито
1479,СИФОН
1480,СКИДКА
1511,"СКОБЕННЫЕ ИЗД"
1512,СКОБЫ
1513,СКОТЧ
1514,Скрепки
1515,СКУТЕР
1516,СМАЗКА
1517,"СМАЗКА, РАСПЫЛ."
1518,"СМАЗОЧНЫЕ МАТЕРИАЛЫ"
1519,СМАЧИВАТЕЛЬ
1520,СМЕСИТЕЛИ
1521,СМЕСИТЕЛЬ
1522,СМЕСЬ
1523,СМОЛА
1525,СМЫВКА
1526,СНАРЯЖЕНИЕ
1527,СНАСТИ
1528,СНЕГОХОД
1529,Сноуборд
1530,СОЕДИНЕНИЕ
1531,СОК
1532,СОКИ
1533,СОРБЕНТ
1534,"СПАЛЬНЫЕ МЕШКИ"
1535,"СПАСАТЕЛЬНЫЕ КРУГИ"
1536,"СПАСАТЕЛЬНЫЕ СРЕДСТВА"
1537,СПЕЦ.ОДЕЖДА
1538,СПЕЦ.СНАРЯЖЕНИЕ
1539,СПЕЦИИ
1540,СПИЧКИ
1541,СПЛИТ-СИСТЕМЫ
1542,СПОРТ
1543,"СПОРТ ИНВЕНТАРЬ"
1545,СПОРТ.ОБОРУДОВАНИЕ
1547,СПОРТТОВАРЫ
1548,"СРЕДСТВА  ЗАЩИТЫ"
1549,"СРЕДСТВА ГИГИЕНЫ"
1550,"СРЕДСТВА ДЛЯ УХОДА ЗА МЕБЕЛЬЮ"
1551,"СРЕДСТВА ИЗМЕРЕНИЯ"
1552,"Средства Связи"
1554,СТАКАНЫ
1555,СТАЛЬ
1556,СТАНДАРТЫ
1557,СТАНКИ
1558,СТАНОК
1560,СТЕКЛО
1561,СТЕКЛОВОЛОКНО
1562,СТЕКЛООБОИ
1563,СТЕКЛОПАКЕТ
1564,СТЕКЛОПРУТОК
1565,СТЕКЛОТКАНЬ
1566,"СТЕЛАЖНОЕ ОБОРУДОВАНИЕ"
1567,СТЕЛЛАЖИ
1568,СТЕЛЬКИ
1569,СТЕНД
1570,СТЕНДЫ
1571,Степлер
1572,СТЕРЕО-КАЛЕНДАРИ
1573,СТИКЕРЫ
1574,"СТИРАЛЬНАЯ МАШИНА"
1575,СТОЙКА
1576,СТОЙКИ
1577,СТОЛ
1578,"СТОЛ МАССАЖНЫЙ"
1579,СТОЛБЫ
1580,СТОЛЕШНИЦА
1581,"СТОМ. МАТЕРИАЛЫ"
1587,"СТРАХОВОЧНЫЕ ЖИЛЕТЫ"
1588,"СТРОИТЕЛЬНОЕ ОБОРУДОВАНИЕ"
1589,"СТРОИТЕЛЬНЫЕ ТОВАРЫ"
1590,"СТРОЙ ИНСТРУМЕНТ"
1591,СТРОЙМАТЕРИАЛЫ
1593,СТРОЙТОВАРЫ
1594,СТРОПЫ
1595,СТУЛ
1596,СТУЛЬЯ
1597,СУВЕНИРЫ
1598,"СУДОВОЕ ОБОРУДОВАНИЕ"
1599,СУМКИ
1600,"СУХИЕ СМЕСИ"
1601,"СУХОЕ МОЛОКО"
1602,СУХОФРУКТЫ
1603,СУШИЛКА
1604,"Сушильный шкаф"
1605,"счетчик бензоколонки"
1606,СЧЕТЧИКИ
1608,СЫРЬЕ
1609,"СЫРЬЁ ПОЛИГРАФИЧЕСКОЕ"
1610,ТАБАК
1611,Такелаж
1612,ТАЛЬК
1614,ТАМОЖНЯ
1616,ТАПОЧКИ
1617,ТАРА
1618,ТАРТАЛЕТКИ
1619,ТАХТА
1620,"ТВ ОБОРУДОВАНИЕ"
1622,"ТЕАТРАЛЬНЫЕ ДЕКОРАЦИИ"
1623,ТЕКСТИЛЬ
1624,ТЕЛЕВИЗОР
1625,ТЕЛЕГРАММА
1628,ТЕЛЕЖКИ
1629,"ТЕЛЕФ. ОБОРУДОВАНИЕ"
1630,ТЕМОТОГЕН
1631,ТЕН
1632,ТЕНТ
1633,"ТЕНТЫ ДЛЯ ЛОДОК"
1634,ТЕПЛИЦА
1635,ТЕПЛО
1636,ТЕПЛОИЗОЛЯЦИЯ
1637,ТЕПЛООБОРУДОВАНИЕ
1642,"ТЕРМО -ЛЕНТА"
1643,ТЕРМОБЕЛЬЕ
1644,ТЕРМОБОКС
1645,ТЕРМОДАТЧИК
1646,Термоизоляция
1647,ТЕРМОКАБЕЛЬ
1648,ТЕРМОМАТ
1649,ТЕРМОПАКЕТ
1650,ТЕРМОСА
1651,ТЕРМОСТАТ
1652,ТЕСЬМА
1654,"ТЕХ. СОЛЬ"
1655,ТЕХ.ПЛАСТИНЫ
1656,ТЕХНИКА
1658,ТИПОГРАФИЯ
1659,ТКАНЬ
1660,"ТКАНЬ,ФУРНИТУРА"
1661,ТНП
1662,ТОВАР
1664,"ТОВАРЫ ДЛЯ КУХНИ"
1665,"ТОВАРЫ ДЛЯ ОТДЫХА"
1666,"ТОВАРЫ ДЛЯ ОФИСА"
1668,"ТОРГОВОЕ ОБОРУДОВАНИЕ"
1669,ТОРФОГРУНТ
1670,ТОСОЛ
1671,"ТРАВА ДЛЯ ГАЗОНА"
1672,ТРАВЫ
1673,ТРАКТОР
1884,ТРАПЫ
1885,ТРЕНАЖЕР
1886,ТРИКОТАЖ
1887,ТРОС
1888,ТРУБА
1889,ТРУБКА
1890,"ТРУБКА ПВХ"
1891,ТРУБЫ
1892,"Туалетная бумага"
1893,ТУБЫ
1895,ТУМБА
1896,"ТУР. СНАРЯЖЕНИЯ"
1899,"УБОРОЧНЫЙ ИНВЕНТАРЬ"
1900,УГОЛКИ
1901,УГОЛЬ
1902,УДОБРЕНИЯ
1903,Улан-Удэ
1905,УПАКОВ.ЛЕНТА
1952,"УПАКОВОЧНЫЙ МАТЕРИАЛ"
1953,УПЛОТНИТЕЛЬ
1954,УРНЫ
1973,УТЕПЛИТЕЛЬ
1974,УТИЛИЗАТОР
1976,"УЧЕБНОЕ ОБОРУДОВАНИЕ"
1977,"УЧЕБНОЕ ПОСОБИЕ"
1978,ФАНЕРА
1979,ФАРТУКИ
1980,ФАРФОР
1981,ФАРЫ
1982,ФАСАД
1983,ФАСАДЫ
1984,"ФИГУРЫ ТОПИАРИ"
1985,"ФИЛЬТРУЮЩИЙ МАТЕРИАЛ"
1986,ФИЛЬТРЫ
1987,ФИТИНГИ
1988,ФЛАГИ
1989,ФЛАКОНЫ
1990,ФЛАНЦЫ
1991,ФЛЕШКА
1992,ФЛЭШКАРТЫ
1993,ФОЛЬГА
1994,ФОНАРИ
1995,ФОРМА
1996,"ФОТО ОБОРУДОВАНИЕ"
1997,"ФОТО ТОВАРЫ"
1998,ФОТОБУМАГА
1999,ФОТОМАТЕРИАЛЫ
2000,ФОТОПОЛИМЕР
2001,ФОТОТОВАР
2002,ФРЕЗА
2003,ФРЕОН
2004,ФСЕН
2005,ФУРНИТУРА
2006,"ФУРНИТУРА ДЛЯ СУМОК"
2009,ХИМ.ПРЕПАРАТЫ
2010,ХИМИЯ
2011,ХИМСЫРЬЕ
2012,ХЛАДАГЕНТ
2013,ХЛАДОН
2014,"ХЛЕБО-БУЛОЧНЫЕ ИЗДЕЛИЯ"
2015,ХОЗТОВАРЫ
2016,ХОЛЛОФАЙБЕР
2017,"ХОЛОДИЛЬНОЕ ОБОРУДОВАНИЕ"
2040,ХОЛСТ
2101,Хрусталь
2102,"ХУДОЖЕСТВЕННЫЕ МАТЕРИАЛЫ"
2103,ЦВЕТЫ
2104,ЦЕМЕНТ
2105,ЦЕПИ
2106,"ЦЕРКОВНАЯ УТВАРЬ"
2107,ЦИЛИНДР
2108,ЧАЙ
2109,ЧАСЫ
2110,Чебоксары
2112,ЧЕМОДАНЫ
2113,ЧЕРЕПИЦА
2115,ЧЕРНИЛА
2116,ЧЕХЛЫ
2117,ЧИПСЫ
2119,ЧУЛКИ
2120,ШАМПУНЬ
2121,ШАМПУРА
2122,ШАПКИ
2123,ШАРФЫ
2124,"ШВЕЙНАЯ ТЕХНИКА"
2125,"ШВЕЙНАЯ ФУРНИТУРА"
2126,"ШВЕЙНОЕ ОБОРУДОВАНИЕ"
2127,"ШВЕЙНЫЕ МАШИНЫ"
2128,"ШВЕЙНЫЕ ТОВАРЫ"
2129,ШВЕЛЛЕР
2130,Шерсть
2132,"ШИНОМОНТАЖНЫЙ СТЕНД"
2133,ШИНЫ
2134,"Шины YOKOHAMA Y354  225/70 R15C"
2135,ШКАФ
2136,"ШКАФ ОПТИЧЕСКИЙ"
2137,ШКАФЫ
2138,ШКУРЫ
2139,ШЛАНГ
2140,ШЛИФ.ЗЕРНО
2141,"ШЛИФОВАЛЬНЫЕ ДИСКИ"
2142,ШЛЯПЫ
2143,ШНУР
2144,ШНУРКИ
2145,ШНУРЫ
2146,ШОКОЛАД
2147,ШОУ-БОКС
2148,ШПАГАТ
2149,ШПАТЛЕВКА
2150,ШПОН
2151,ШПРИЦ
2152,ШТАБЕЛЕР
2153,ШТАМП
2154,"ШТАНГА МАЯТНИКА"
2155,ШТАНГИ
2156,ШТОРЫ
2157,ШУНГИТ
2165,ЩЕТКИ
2166,ЩИТЫ
2167,ЭКИПИРОВКА
2168,ЭКЛЗ
2171,ЭКРАН
2173,ЭКСКАВАТОР
4063,"Эл. Оборудование"
4064,ЭЛЕВАТОР
4065,ЭЛЕКТРИКА
4066,ЭЛЕКТРОДВИГАТЕЛЬ
4067,ЭЛЕКТРОДЫ
4068,ЭЛЕКТРОИНСТРУМЕНТЫ
4069,ЭЛЕКТРОЛАМПЫ
4070,ЭЛЕКТРОМАГНИТ
4071,"ЭЛЕКТРОМОНТАЖНОЕ ОБОРУДОВАНИЕ"
4072,ЭЛЕКТРОНИКА
4073,ЭЛЕКТРООБОРУДОВАНИЕ
4074,ЭЛЕКТРОТЕХНИКА
4075,ЭЛЕКТРОТОВАРЫ
4076,ЭЛЕКТРОЩИТЫ
4077,ЭЛЕМЕНТЫ
4078,"ЭЛЕМЕНТЫ ПИТАНИЯ"
4079,Элиста
4080,ЭМАЛЬ
4089,ЭТИКЕТКИ
4090,"ЮВЕЛИРНЫЕ ИЗДЕЛИЯ"
4092,"ЯБЛОЧНАЯ КИСЛОТА"
4093,ЯКОРЯ
4094,"ЯХТЕННОЕ ОБОРУДОВАНИЕ"
4095,ЯЩИК
4096,"ЛАБОРАТОРНОЕ СТЕКЛО"
4097,ШПИЛЬКИ
4098,КИСЕЛЬ
4099,"Кондитерский инвентарь"
4100,Тележка
4101,"Жидкие обои"
4102,Дисперсия
4103,"Огнезащитные материалы"
4104,"Комплектующие для бассейнов"
4105,"Мастика "
4106,"Чаша для пруда"
4107,Вёсла
4108,"Столовые приборы"
4109,КАНАТ
4110,"Электроизоляционные материалы"
4111,РАНЦЫ
